,BusinessYear,StateCode,Age,IndividualRate
509382,2014,FL,45,23.25
643135,2014,FL,33,11.43
570138,2014,FL,35,15.09
517279,2014,FL,48,350.59
266958,2014,FL,39,386.07
734468,2014,FL,59,11.01
493762,2014,FL,65 and over,665.56
633573,2014,FL,36,18.34
959300,2014,IN,62,838.34
494366,2014,FL,25,208.83
934822,2014,GA,32,305.0
331729,2014,FL,28,285.85
813572,2014,FL,31,26.95
285962,2014,FL,52,430.26
688794,2014,FL,27,19.46
25703,2014,AL,41,15.9
357426,2014,FL,42,365.31
223439,2014,AZ,52,714.51
755921,2014,FL,48,30.3
351505,2014,FL,22,271.24
783228,2014,FL,31,15.99
94119,2014,AZ,63,52.27
745318,2014,FL,39,397.64
941935,2014,GA,29,211.0
120925,2014,AZ,57,512.62
996989,2014,IN,58,11.57
471597,2014,FL,26,234.37
693977,2014,FL,58,18.5
526369,2014,FL,58,796.1
815762,2014,FL,59,33.15
768333,2014,FL,40,21.99
20569,2014,AL,59,10.3
244001,2014,FL,30,99.99
501744,2014,FL,43,21.82
973485,2014,IN,63,20.19
106801,2014,AZ,38,349.68
252379,2014,FL,34,332.77
259765,2014,FL,61,887.28
887594,2014,GA,50,1050.0
541340,2014,FL,25,23.02
266320,2014,FL,21,311.47
936587,2014,GA,63,686.0
137915,2014,AZ,59,710.07
648744,2014,FL,31,35.45
758070,2014,FL,35,350.96
880683,2014,GA,47,44.67
846100,2014,GA,41,347.1
746225,2014,FL,36,397.25
892658,2014,GA,28,1028.0
615164,2014,FL,31,18.34
466006,2014,FL,47,380.03
358531,2014,FL,43,338.97
300158,2014,FL,0-20,194.02
228605,2014,AZ,36,12.33
750478,2014,FL,33,33.56
533324,2014,FL,32,26.75
277217,2014,FL,53,658.75
221169,2014,AZ,21,242.43
3369,2014,AK,46,774.29
399652,2014,FL,63,823.0
133598,2014,AZ,38,228.01
282760,2014,FL,61,813.65
980846,2014,IN,61,1022.45
738968,2014,FL,53,15.35
133562,2014,AZ,29,216.18
281351,2014,FL,47,355.66
7642,2014,AK,26,443.68
888958,2014,GA,23,1023.0
420070,2014,FL,64,0.0
14982,2014,AL,52,17.6
47062,2014,AL,40,278.23
630839,2014,FL,49,32.68
227091,2014,AZ,61,42.09
83450,2014,AL,39,38.18
737613,2014,FL,34,15.35
856414,2014,GA,47,320.07
593588,2014,FL,41,25.31
425089,2014,FL,48,0.0
837463,2014,GA,48,32.1
823974,2014,FL,37,33.7
676534,2014,FL,49,12.1
971673,2014,IN,54,415.75
336485,2014,FL,60,667.13
712854,2014,FL,40,279.29
453850,2014,FL,35,318.83
195383,2014,AZ,37,225.43
140208,2014,AZ,34,216.54
501157,2014,FL,54,19.97
55588,2014,AL,56,677.83
252880,2014,FL,33,379.59
1002834,2014,IN,26,329.36
535424,2014,FL,38,22.53
540697,2014,FL,35,25.03
525756,2014,FL,43,367.75
36459,2014,AL,59,696.14
694290,2014,FL,49,12.0
252721,2014,FL,65 and over,1119.59
47684,2014,AL,58,521.47
659620,2014,FL,41,18.11
497763,2014,FL,64,437.34
847083,2014,GA,54,491.99
560827,2014,FL,59,28.59
976228,2014,IN,54,20.92
717411,2014,FL,31,445.89
753551,2014,FL,24,26.19
684958,2014,FL,55,31.93
918925,2014,GA,46,31.81
623299,2014,FL,51,27.04
852895,2014,GA,0-20,128.52
1036143,2014,IN,48,502.17
61177,2014,AL,27,383.28
886894,2014,GA,29,12.23
920463,2014,GA,45,999999.0
508275,2014,FL,42,27.46
95116,2014,AZ,48,64.6
429986,2014,FL,62,0.0
287437,2014,FL,54,655.02
923431,2014,GA,54,694.09
617417,2014,FL,54,10.76
976604,2014,IN,35,287.28
206804,2014,AZ,40,388.61
747547,2014,FL,46,38.06
1045291,2014,IN,44,544.47
755261,2014,FL,32,26.27
1013703,2014,IN,59,791.07
839048,2014,GA,23,32.5
71012,2014,AL,48,483.73
1010688,2014,IN,50,25.45
367158,2014,FL,32,354.79
853626,2014,GA,29,234.3
118033,2014,AZ,31,228.74
152597,2014,AZ,47,310.83
773681,2014,FL,52,17.99
643461,2014,FL,58,37.8
1035503,2014,IN,65 and over,1124.68
298490,2014,FL,60,810.53
127859,2014,AZ,29,285.32
443334,2014,FL,64,1002.17
974452,2014,IN,63,790.34
511928,2014,FL,61,28.46
237411,2014,FL,64,99.0
220172,2014,AZ,29,587.89
91026,2014,AZ,23,1023.0
61248,2014,AL,45,575.09
112885,2014,AZ,59,745.73
897274,2014,GA,23,36.96
543187,2014,FL,27,22.63
322917,2014,FL,38,289.63
715713,2014,FL,60,942.55
384944,2014,FL,47,285.97
15649,2014,AL,61,15.58
656718,2014,FL,62,11.19
652181,2014,FL,48,20.14
634173,2014,FL,60,17.26
783088,2014,FL,29,15.99
143071,2014,AZ,33,394.36
810579,2014,FL,28,33.15
469524,2014,FL,23,218.17
150526,2014,AZ,46,279.55
920677,2014,GA,53,999999.0
554416,2014,FL,65 and over,30.95
505469,2014,FL,42,28.27
413865,2014,FL,25,33.47
11572,2014,AL,47,999999.0
794078,2014,FL,25,24.06
419223,2014,FL,51,0.0
431579,2014,FL,Family Option,11.06
446074,2014,FL,47,512.74
680660,2014,FL,35,12.1
972538,2014,IN,33,249.74
879774,2014,GA,52,44.67
862114,2014,GA,43,394.19
495433,2014,FL,34,284.76
669867,2014,FL,59,28.75
496160,2014,FL,25,210.45
836629,2014,GA,42,52.69
175147,2014,AZ,34,282.7
651324,2014,FL,33,18.11
407850,2014,FL,55,0.0
827424,2014,FL,37,54.95
408057,2014,FL,35,33.47
692852,2014,FL,37,12.1
56338,2014,AL,59,758.44
705260,2014,FL,39,375.06
984074,2014,IN,23,276.82
1014953,2014,IN,63,933.29
393411,2014,FL,49,500.84
626443,2014,FL,59,18.41
823921,2014,FL,30,54.51
991029,2014,IN,32,28.13
695166,2014,FL,51,27.73
780858,2014,FL,53,15.99
766861,2014,FL,40,15.99
129953,2014,AZ,46,276.8
994890,2014,IN,29,28.13
232286,2014,AZ,54,11.25
139783,2014,AZ,0-20,134.25
70382,2014,AL,28,417.19
576143,2014,FL,40,15.09
468986,2014,FL,37,233.74
394264,2014,FL,61,562.47
564616,2014,FL,35,16.33
20601,2014,AL,45,15.58
481438,2014,FL,23,292.89
878723,2014,GA,33,39.15
330345,2014,FL,26,245.76
244705,2014,FL,44,99.99
602310,2014,FL,23,27.18
37687,2014,AL,29,274.44
920189,2014,GA,23,999999.0
993138,2014,IN,25,31.02
369126,2014,FL,50,441.18
149427,2014,AZ,51,618.55
346316,2014,FL,53,451.36
792966,2014,FL,63,29.68
350824,2014,FL,53,492.58
411769,2014,FL,39,33.47
357964,2014,FL,35,261.21
157219,2014,AZ,23,49.55
334058,2014,FL,42,275.16
991882,2014,IN,57,31.02
243653,2014,FL,50,99.99
229773,2014,AZ,22,11.6
921425,2014,GA,56,999999.0
694709,2014,FL,54,18.88
387379,2014,FL,23,306.64
159592,2014,AZ,58,485.8
422880,2014,FL,48,33.47
543580,2014,FL,59,33.55
785258,2014,FL,37,24.06
456753,2014,FL,40,304.52
24726,2014,AL,30,15.58
536308,2014,FL,31,22.82
656281,2014,FL,28,30.05
427924,2014,FL,34,24.61
403789,2014,FL,41,413.13
138324,2014,AZ,23,238.3
178628,2014,AZ,40,303.74
962482,2014,IN,44,472.16
124050,2014,AZ,38,261.22
582961,2014,FL,24,21.66
740048,2014,FL,29,15.35
453685,2014,FL,54,557.69
437530,2014,FL,63,824.55
440161,2014,FL,34,351.81
994797,2014,IN,28,27.33
468252,2014,FL,39,271.22
788620,2014,FL,41,49.34
76619,2014,AL,35,46.84
628611,2014,FL,39,38.94
749108,2014,FL,43,35.11
858632,2014,GA,57,524.73
56071,2014,AL,38,486.94
252904,2014,FL,35,262.84
317821,2014,FL,0-20,148.23
740105,2014,FL,58,15.35
452047,2014,FL,26,305.52
365314,2014,FL,30,340.03
309670,2014,FL,38,274.69
1030620,2014,IN,53,706.21
641963,2014,FL,45,13.45
461714,2014,FL,33,233.8
890706,2014,GA,46,1046.0
929159,2014,GA,32,44.87
992129,2014,IN,28,31.02
284022,2014,FL,48,362.16
346078,2014,FL,26,235.86
546181,2014,FL,28,19.45
786740,2014,FL,47,24.06
1014308,2014,IN,59,28.16
191255,2014,AZ,63,776.7
581141,2014,FL,28,21.66
706813,2014,FL,28,385.64
883015,2014,GA,60,9.37
764952,2014,FL,63,21.99
293604,2014,FL,55,638.52
956328,2014,IN,28,290.19
503495,2014,FL,46,19.97
683395,2014,FL,56,17.78
149963,2014,AZ,35,277.26
844972,2014,GA,59,709.39
229360,2014,AZ,46,27.41
274645,2014,FL,26,310.97
457117,2014,FL,36,291.07
279520,2014,FL,53,666.34
1042220,2014,IN,60,655.57
897024,2014,GA,49,36.96
351498,2014,FL,64,579.49
121612,2014,AZ,56,544.76
1023867,2014,IN,31,28.42
195304,2014,AZ,63,559.29
293930,2014,FL,34,386.14
509715,2014,FL,56,27.47
555021,2014,FL,48,24.31
750009,2014,FL,24,38.62
770019,2014,FL,24,10.99
829854,2014,FL,29,33.7
88053,2014,AL,40,23.89
520631,2014,FL,22,253.39
632837,2014,FL,36,16.92
519000,2014,FL,34,34.0
771115,2014,FL,62,15.99
16025,2014,AL,23,28.39
619460,2014,FL,63,17.26
495281,2014,FL,0-20,133.56
307524,2014,FL,23,250.5
468074,2014,FL,45,332.1
155573,2014,AZ,33,202.81
637920,2014,FL,47,32.17
619875,2014,FL,41,25.74
996183,2014,IN,34,28.13
624458,2014,FL,32,25.74
182002,2014,AZ,25,160.13
538355,2014,FL,26,22.63
441841,2014,FL,36,352.75
252183,2014,FL,62,812.19
855570,2014,GA,49,676.07
583418,2014,FL,23,23.61
997257,2014,IN,50,28.13
605724,2014,FL,33,27.6
152082,2014,AZ,38,262.97
965957,2014,IN,31,373.65
912561,2014,GA,31,18.05
736579,2014,FL,33,15.77
577733,2014,FL,36,16.71
954448,2014,IN,57,625.38
484608,2014,FL,65 and over,780.4
459683,2014,FL,26,238.75
1043035,2014,IN,59,539.26
467113,2014,FL,50,449.28
755040,2014,FL,41,27.65
61306,2014,AL,59,1007.18
918201,2014,GA,58,29.77
305848,2014,FL,59,686.3
211123,2014,AZ,62,777.55
1036109,2014,IN,43,508.87
563191,2014,FL,26,31.13
600299,2014,FL,36,32.85
471836,2014,FL,35,257.17
313444,2014,FL,39,322.34
1027768,2014,IN,65 and over,1138.56
492855,2014,FL,32,238.84
869923,2014,GA,49,11.81
53128,2014,AL,39,435.74
880571,2014,GA,37,39.15
600385,2014,FL,30,32.85
720606,2014,FL,0-20,226.5
654879,2014,FL,63,11.19
220513,2014,AZ,61,1318.81
403993,2014,FL,46,282.85
1041255,2014,IN,40,317.27
970420,2014,IN,60,1008.12
264650,2014,FL,45,428.61
23019,2014,AL,25,8.34
289140,2014,FL,31,326.41
436041,2014,FL,36,310.62
554645,2014,FL,64,27.87
458750,2014,FL,59,608.22
400731,2014,FL,38,287.0
108134,2014,AZ,29,274.83
544546,2014,FL,23,25.07
666293,2014,FL,0-20,42.2
488263,2014,FL,40,268.02
824240,2014,FL,27,26.95
766425,2014,FL,64,21.99
213882,2014,AZ,62,920.16
174975,2014,AZ,46,150.06
34324,2014,AL,46,433.77
895059,2014,GA,62,24.55
6507,2014,AK,29,429.0
184708,2014,AZ,60,595.99
926656,2014,GA,59,27.45
732463,2014,FL,43,21.99
952190,2014,IN,57,420.7
1027667,2014,IN,57,28.42
667383,2014,FL,59,9.06
757414,2014,FL,23,240.24
405083,2014,FL,43,404.48
1020905,2014,IN,29,336.32
939363,2014,GA,0-20,126.0
1043640,2014,IN,34,312.75
969378,2014,IN,55,906.78
258761,2014,FL,62,904.85
580656,2014,FL,23,21.08
348377,2014,FL,26,220.86
13377,2014,AL,57,99.0
77200,2014,AL,64,46.46
309626,2014,FL,62,627.67
892770,2014,GA,56,1056.0
688331,2014,FL,24,12.1
943135,2014,GA,39,276.0
690497,2014,FL,28,10.21
146321,2014,AZ,39,288.4
490315,2014,FL,22,277.18
494105,2014,FL,40,277.84
944107,2014,GA,57,534.0
964460,2014,IN,35,392.71
562251,2014,FL,22,31.13
35053,2014,AL,54,515.24
613945,2014,FL,0-20,24.5
179835,2014,AZ,52,509.77
37328,2014,AL,49,506.0
144334,2014,AZ,56,666.31
592219,2014,FL,52,31.52
842006,2014,GA,37,292.54
640078,2014,FL,22,9.06
101194,2014,AZ,21,243.45
297909,2014,FL,46,473.65
538692,2014,FL,48,34.26
156126,2014,AZ,34,49.55
887673,2014,GA,24,1024.0
504927,2014,FL,52,19.97
216245,2014,AZ,54,452.36
679538,2014,FL,63,27.98
633074,2014,FL,62,26.14
218484,2014,AZ,59,1379.3
225606,2014,AZ,55,11.6
337573,2014,FL,52,410.59
959438,2014,IN,43,447.21
804290,2014,FL,25,30.11
669629,2014,FL,32,11.43
501204,2014,FL,55,23.23
733892,2014,FL,53,11.01
287377,2014,FL,24,306.8
587643,2014,FL,40,16.71
538455,2014,FL,46,30.37
550278,2014,FL,65 and over,28.11
837678,2014,GA,33,25.69
106459,2014,AZ,62,808.35
53082,2014,AL,27,351.56
1005283,2014,IN,37,20.62
677187,2014,FL,58,10.21
640293,2014,FL,38,16.74
236927,2014,FL,40,99.0
918475,2014,GA,56,31.81
624098,2014,FL,36,27.34
800567,2014,FL,28,48.94
100715,2014,AZ,63,738.97
488992,2014,FL,33,352.33
56454,2014,AL,42,303.56
214458,2014,AZ,22,257.37
7095,2014,AK,55,1167.34
593511,2014,FL,56,38.03
580465,2014,FL,30,15.77
42013,2014,AL,0-20,120.22
551550,2014,FL,43,24.31
12078,2014,AL,36,999999.0
218273,2014,AZ,55,482.95
44114,2014,AL,26,172.12
854789,2014,GA,31,390.21
988964,2014,IN,51,31.02
651622,2014,FL,44,21.58
685960,2014,FL,45,24.32
551310,2014,FL,41,24.31
582218,2014,FL,59,23.19
986653,2014,IN,46,23.79
774645,2014,FL,50,14.99
173838,2014,AZ,48,297.73
805268,2014,FL,37,29.92
315466,2014,FL,38,254.21
2610,2014,AK,32,729.65
780975,2014,FL,32,15.99
47935,2014,AL,28,534.51
521703,2014,FL,52,523.39
256532,2014,FL,43,430.8
243190,2014,FL,47,99.99
963381,2014,IN,22,234.48
256293,2014,FL,21,302.0
914149,2014,GA,26,14.58
639664,2014,FL,45,38.94
593240,2014,FL,61,38.03
640751,2014,FL,37,17.26
950953,2014,IN,0-20,167.21
693046,2014,FL,47,19.46
427274,2014,FL,45,33.47
75172,2014,AL,60,46.84
637399,2014,FL,63,25.74
65512,2014,AL,53,815.26
547562,2014,FL,28,24.31
1005740,2014,IN,27,459.11
714743,2014,FL,50,621.41
348318,2014,FL,42,294.33
121882,2014,AZ,64,684.24
497395,2014,FL,64,521.55
858922,2014,GA,25,229.53
611415,2014,FL,43,20.18
952839,2014,IN,38,266.46
396970,2014,FL,49,368.0
89247,2014,AZ,38,1038.0
214711,2014,AZ,39,305.09
845491,2014,GA,58,808.33
837269,2014,GA,38,31.84
646203,2014,FL,49,24.5
869996,2014,GA,39,28.24
976293,2014,IN,62,803.89
733444,2014,FL,63,15.77
737227,2014,FL,29,11.01
500005,2014,FL,52,19.97
328808,2014,FL,39,376.97
616538,2014,FL,28,34.39
705239,2014,FL,35,214.28
134077,2014,AZ,65 and over,533.58
325962,2014,FL,42,385.2
475897,2014,FL,48,402.85
169800,2014,AZ,36,332.32
783754,2014,FL,51,15.99
448148,2014,FL,47,466.81
590429,2014,FL,45,20.99
297911,2014,FL,47,479.71
874160,2014,GA,51,15.71
484120,2014,FL,37,344.51
943561,2014,GA,32,256.0
824396,2014,FL,45,32.88
922638,2014,GA,37,999999.0
553064,2014,FL,24,21.26
623102,2014,FL,44,38.94
203683,2014,AZ,42,307.25
99873,2014,AZ,33,281.58
630911,2014,FL,39,25.74
39871,2014,AL,51,366.2
565158,2014,FL,51,20.69
611721,2014,FL,58,15.8
304102,2014,FL,60,467.0
606811,2014,FL,62,27.6
391331,2014,FL,21,321.45
41378,2014,AL,31,208.16
565290,2014,FL,31,31.13
1022682,2014,IN,28,409.01
93247,2014,AZ,65 and over,606.7
471208,2014,FL,51,363.63
123910,2014,AZ,56,490.54
189602,2014,AZ,64,610.11
192624,2014,AZ,37,337.08
988126,2014,IN,46,20.48
303466,2014,FL,64,510.38
418275,2014,FL,24,0.0
1010932,2014,IN,23,320.9
992651,2014,IN,44,27.33
74282,2014,AL,44,28.58
548411,2014,FL,60,40.06
922853,2014,GA,24,246.28
585911,2014,FL,62,27.08
989230,2014,IN,46,30.48
588764,2014,FL,34,13.96
27955,2014,AL,39,18.92
338505,2014,FL,58,518.37
760121,2014,FL,62,1007.19
141503,2014,AZ,39,0.0
349144,2014,FL,41,280.6
388945,2014,FL,24,353.95
505168,2014,FL,63,28.01
726745,2014,FL,28,345.69
260921,2014,FL,28,346.17
319182,2014,FL,56,756.93
322307,2014,FL,55,490.95
602462,2014,FL,37,27.18
756347,2014,FL,60,37.39
574488,2014,FL,31,17.92
182884,2014,AZ,64,552.87
593725,2014,FL,40,25.31
179933,2014,AZ,25,137.79
430139,2014,FL,35,0.0
5674,2014,AK,47,860.93
805256,2014,FL,25,29.92
61612,2014,AL,44,431.94
213388,2014,AZ,30,338.95
297927,2014,FL,55,684.42
184605,2014,AZ,40,195.53
90650,2014,AZ,21,1021.0
985298,2014,IN,51,514.42
848126,2014,GA,33,236.75
76239,2014,AL,23,46.84
1038531,2014,IN,44,312.21
676131,2014,FL,60,28.58
115237,2014,AZ,23,305.7
936703,2014,GA,40,314.0
844816,2014,GA,41,228.27
468888,2014,FL,31,220.09
498118,2014,FL,51,478.09
214847,2014,AZ,27,249.8
186355,2014,AZ,22,172.27
844348,2014,GA,33,225.63
698209,2014,FL,55,568.73
1028569,2014,IN,35,258.19
133928,2014,AZ,28,200.45
857670,2014,GA,61,714.13
893810,2014,GA,55,24.67
481500,2014,FL,39,462.72
11897,2014,AL,36,999999.0
884489,2014,GA,62,11.57
873540,2014,GA,63,17.26
581377,2014,FL,29,15.91
1003009,2014,IN,41,558.34
859577,2014,GA,36,342.74
1035061,2014,IN,57,836.21
997059,2014,IN,36,18.75
372237,2014,FL,42,326.71
132939,2014,AZ,57,581.05
252437,2014,FL,39,448.07
159755,2014,AZ,29,18.4
668987,2014,FL,33,9.06
625726,2014,FL,22,34.39
949566,2014,IN,42,240.54
343195,2014,FL,57,438.55
973905,2014,IN,0-20,134.08
235138,2014,FL,45,99.0
536217,2014,FL,59,37.58
319103,2014,FL,63,876.25
278791,2014,FL,27,353.63
475503,2014,FL,22,251.45
691696,2014,FL,31,11.41
909209,2014,GA,50,19.18
891622,2014,GA,45,1045.0
909840,2014,GA,39,15.4
450641,2014,FL,46,380.04
921814,2014,GA,61,999999.0
931259,2014,GA,62,27.23
500559,2014,FL,54,22.79
758293,2014,FL,28,243.05
538640,2014,FL,37,22.34
380964,2014,FL,35,237.76
343643,2014,FL,51,441.4
84717,2014,AL,28,24.08
507106,2014,FL,23,16.14
504974,2014,FL,53,28.4
849173,2014,GA,58,1024.07
114142,2014,AZ,34,288.02
574703,2014,FL,28,15.55
426427,2014,FL,31,0.0
28204,2014,AL,25,310.5
513935,2014,FL,32,344.23
1020907,2014,IN,29,420.63
514687,2014,FL,40,314.3
286391,2014,FL,37,263.05
774380,2014,FL,61,14.99
414303,2014,FL,34,33.47
560011,2014,FL,34,24.31
464897,2014,FL,42,342.67
1032943,2014,IN,47,504.38
67394,2014,AL,63,746.89
468225,2014,FL,58,481.08
563202,2014,FL,28,15.28
955313,2014,IN,27,268.35
736843,2014,FL,25,11.01
638046,2014,FL,64,28.66
787121,2014,FL,60,24.06
290425,2014,FL,30,324.72
580839,2014,FL,59,22.79
570999,2014,FL,23,37.99
43688,2014,AL,33,215.16
919966,2014,GA,59,999999.0
521016,2014,FL,30,34.0
707571,2014,FL,41,458.78
482205,2014,FL,54,569.31
971476,2014,IN,24,20.19
994175,2014,IN,50,27.33
843070,2014,GA,43,319.87
93312,2014,AZ,38,42.53
790881,2014,FL,48,30.35
464278,2014,FL,21,263.96
403332,2014,FL,65 and over,935.27
506421,2014,FL,28,25.19
392266,2014,FL,28,271.98
1029902,2014,IN,61,1079.74
750315,2014,FL,54,40.36
818325,2014,FL,46,33.15
788198,2014,FL,33,24.06
63457,2014,AL,45,570.46
231237,2014,AZ,63,11.6
197285,2014,AZ,52,378.36
103311,2014,AZ,30,324.18
619229,2014,FL,40,17.26
807717,2014,FL,48,24.06
385889,2014,FL,60,578.89
60545,2014,AL,53,834.67
246101,2014,FL,60,17.7
526363,2014,FL,52,609.88
476625,2014,FL,40,363.06
539819,2014,FL,43,34.26
100569,2014,AZ,34,298.45
580881,2014,FL,22,21.66
235648,2014,FL,49,99.0
82470,2014,AL,55,23.26
255437,2014,FL,36,396.07
465061,2014,FL,22,272.4
647090,2014,FL,32,16.92
184857,2014,AZ,44,271.4
792905,2014,FL,48,30.11
974386,2014,IN,30,32.11
928629,2014,GA,54,44.51
324806,2014,FL,62,664.89
310766,2014,FL,34,288.79
1042059,2014,IN,40,520.41
46085,2014,AL,26,325.53
818324,2014,FL,45,33.15
497443,2014,FL,0-20,85.18
87511,2014,AL,45,38.48
201142,2014,AZ,51,301.61
348161,2014,FL,56,495.29
689189,2014,FL,54,17.78
757661,2014,FL,40,372.21
274309,2014,FL,38,421.08
892750,2014,GA,51,1051.0
919283,2014,GA,36,26.35
792094,2014,FL,65 and over,24.25
1044247,2014,IN,60,655.57
98995,2014,AZ,35,0.0
834402,2014,FL,23,54.95
603176,2014,FL,61,27.18
617208,2014,FL,41,21.15
648528,2014,FL,61,20.14
90118,2014,AZ,26,1026.0
706127,2014,FL,28,391.49
458975,2014,FL,54,484.33
269191,2014,FL,33,351.68
163676,2014,AZ,30,191.0
660265,2014,FL,42,35.97
381362,2014,FL,50,526.74
126237,2014,AZ,37,253.67
850216,2014,GA,37,318.44
1042118,2014,IN,47,609.1
476215,2014,FL,44,341.98
869509,2014,GA,26,36.67
913465,2014,GA,28,33.91
149238,2014,AZ,46,298.95
200478,2014,AZ,23,182.85
260265,2014,FL,60,717.88
221407,2014,AZ,48,421.86
800890,2014,FL,29,24.25
356982,2014,FL,50,444.62
246266,2014,FL,41,16.9
8158,2014,AK,38,302.0
793756,2014,FL,25,49.34
971226,2014,IN,37,267.64
679964,2014,FL,29,31.93
770729,2014,FL,44,15.99
765273,2014,FL,62,21.99
798404,2014,FL,27,30.11
68024,2014,AL,37,396.81
910598,2014,GA,52,19.01
162321,2014,AZ,63,999999.0
950421,2014,IN,61,768.03
118104,2014,AZ,45,299.41
282579,2014,FL,63,864.13
636099,2014,FL,57,37.8
605436,2014,FL,21,27.6
204527,2014,AZ,23,188.22
771469,2014,FL,48,15.99
421188,2014,FL,0-20,20.92
340293,2014,FL,32,258.64
754894,2014,FL,33,26.27
950242,2014,IN,25,266.81
70777,2014,AL,35,400.84
284386,2014,FL,46,322.81
617785,2014,FL,54,17.26
729073,2014,FL,56,326.32
157471,2014,AZ,45,31.26
12970,2014,AL,29,999999.0
976252,2014,IN,21,279.81
820049,2014,FL,22,54.95
953276,2014,IN,25,271.72
166534,2014,AZ,36,525.81
45292,2014,AL,34,175.03
942999,2014,GA,58,538.0
89571,2014,AZ,27,1027.0
630448,2014,FL,37,17.98
752604,2014,FL,43,25.93
325606,2014,FL,48,369.0
566716,2014,FL,41,14.7
192423,2014,AZ,33,318.54
541251,2014,FL,54,30.9
215687,2014,AZ,53,472.49
952932,2014,IN,57,492.62
280065,2014,FL,62,842.58
450655,2014,FL,60,687.61
124965,2014,AZ,41,340.04
55181,2014,AL,46,477.41
644007,2014,FL,55,9.06
873736,2014,GA,23,26.58
298988,2014,FL,33,314.53
915315,2014,GA,24,36.0
279457,2014,FL,47,432.15
462769,2014,FL,30,232.18
1015249,2014,IN,40,27.88
500124,2014,FL,33,19.97
732803,2014,FL,25,21.99
1016033,2014,IN,57,770.71
788598,2014,FL,65 and over,24.06
570844,2014,FL,38,16.33
554629,2014,FL,61,28.11
963840,2014,IN,59,623.97
293049,2014,FL,54,625.78
233255,2014,FL,61,99.0
782382,2014,FL,59,10.99
654,2014,AK,58,99.0
685984,2014,FL,23,10.21
194248,2014,AZ,29,269.81
662187,2014,FL,37,9.06
471140,2014,FL,29,246.44
594073,2014,FL,0-20,32.85
873906,2014,GA,62,18.34
236535,2014,FL,62,99.0
604711,2014,FL,32,27.6
323560,2014,FL,37,262.19
733362,2014,FL,22,21.99
90380,2014,AZ,46,1046.0
1027027,2014,IN,53,791.19
915766,2014,GA,61,39.55
619270,2014,FL,60,26.14
80835,2014,AL,65 and over,19.42
558693,2014,FL,46,26.11
909932,2014,GA,57,22.73
649516,2014,FL,49,18.11
1033687,2014,IN,37,464.1
960166,2014,IN,37,274.09
779711,2014,FL,56,15.99
445834,2014,FL,0-20,187.96
701140,2014,FL,43,281.04
719590,2014,FL,53,439.18
315152,2014,FL,65 and over,660.58
320463,2014,FL,53,554.95
98686,2014,AZ,48,0.0
744677,2014,FL,49,573.25
179143,2014,AZ,51,335.05
588372,2014,FL,48,20.99
1012495,2014,IN,54,704.93
283802,2014,FL,30,241.3
618386,2014,FL,32,34.39
234723,2014,FL,44,99.0
769547,2014,FL,58,15.99
303982,2014,FL,46,263.03
914147,2014,GA,26,14.33
966875,2014,IN,59,1013.63
637649,2014,FL,50,26.14
627981,2014,FL,46,24.5
468998,2014,FL,49,322.11
295965,2014,FL,40,317.29
998430,2014,IN,27,27.33
908742,2014,GA,49,19.82
20639,2014,AL,37,9.9
607030,2014,FL,51,27.6
933009,2014,GA,38,325.0
343056,2014,FL,33,284.2
693600,2014,FL,49,23.81
52555,2014,AL,33,466.61
47143,2014,AL,60,643.46
515247,2014,FL,44,302.05
142829,2014,AZ,31,359.22
211936,2014,AZ,35,364.0
